s18-d11-cam-002,31851,31922,0, Background activity
s18-d11-cam-002,31923,32269,36,scratch off
s18-d11-cam-002,32270,32492,0, Background activity
s18-d11-cam-002,32493,32607,53,take out from cupboard
s18-d11-cam-002,32608,32649,0, Background activity
s18-d11-cam-002,32650,32695,38,screw open
s18-d11-cam-002,32697,32746,40,smell
s18-d11-cam-002,32747,32861,0, Background activity
s18-d11-cam-002,32862,33101,54,take out from drawer
s18-d11-cam-002,33102,33139,0, Background activity
s18-d11-cam-002,33140,33210,25,pour
s18-d11-cam-002,33214,33248,58,taste
s18-d11-cam-002,33249,33388,0, Background activity
s18-d11-cam-002,33389,33563,25,pour
s18-d11-cam-002,33564,33718,0, Background activity
s18-d11-cam-002,33719,33768,37,screw close
s18-d11-cam-002,33788,33893,47,take \& put in cupboard
s18-d11-cam-002,33894,34060,0, Background activity
s18-d11-cam-002,34061,34199,25,pour
s18-d11-cam-002,34200,34351,0, Background activity
s18-d11-cam-002,34352,34925,27,puree
s18-d11-cam-002,34926,35082,0, Background activity
s18-d11-cam-002,35083,35138,0, Background activity
s18-d11-cam-002,35168,35209,24,plug in/out
s18-d11-cam-002,35214,35334,48,take \& put in drawer
s18-d11-cam-002,35335,35380,0, Background activity
s18-d11-cam-002,35381,35427,0, Background activity
s18-d11-cam-002,35428,35547,0, Background activity
s18-d11-cam-002,35548,35811,53,take out from cupboard
s18-d11-cam-002,35812,35910,0, Background activity
s18-d11-cam-002,35911,36106,25,pour
s18-d11-cam-002,36107,36190,0, Background activity
s18-d11-cam-002,36191,36326,15,move from X to Y
s18-d11-cam-002,36327,36362,0, Background activity
s18-d11-cam-002,36363,36502,15,move from X to Y
s18-d11-cam-002,36503,36606,0, Background activity
s18-d11-cam-002,36607,36649,31,put on cutting-board
s18-d11-cam-002,36657,36890,52,take ingredient apart
s18-d11-cam-002,36891,36921,0, Background activity
s18-d11-cam-002,36922,36991,15,move from X to Y
s18-d11-cam-002,36992,37137,0, Background activity
